current_path,current_directory,filename,title,framework,content_type,word_count,new_location,category,reason
uwp/monetize/get-desktop-app-installs.md,uwp/monetize,get-desktop-app-installs.md,Get desktop application installs,uwp,guide,1138,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/query-for-products.md,uwp/monetize,query-for-products.md,Query for products,uwp,guide,1494,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/get-subscriptions-for-a-user.md,uwp/monetize,get-subscriptions-for-a-user.md,Get subscriptions for a user,uwp,guide,1221,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/manage-delivery-lines-for-ad-campaigns.md,uwp/monetize,manage-delivery-lines-for-ad-campaigns.md,Manage delivery lines,uwp,guide,1317,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/get-all-add-ons.md,uwp/monetize,get-all-add-ons.md,Get all add-ons,uwp,guide,818,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/commit-a-flight-submission.md,uwp/monetize,commit-a-flight-submission.md,Commit a package flight submission,uwp,guide,712,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/enable-subscription-add-ons-for-your-app.md,uwp/monetize,enable-subscription-add-ons-for-your-app.md,Enable subscription add-ons for your app,uwp,guide,1979,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/create-an-add-on.md,uwp/monetize,create-an-add-on.md,Create an add-on,uwp,guide,549,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/get-a-flight-submission.md,uwp/monetize,get-a-flight-submission.md,Get a package flight submission,uwp,guide,708,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/manage-flight-submissions.md,uwp/monetize,manage-flight-submissions.md,Manage package flight submissions,uwp,guide,2982,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/define-your-experiment-in-the-dev-center-dashboard.md,uwp/monetize,define-your-experiment-in-the-dev-center-dashboard.md,Define your experiment in Partner Center,uwp,guide,1298,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/create-an-add-on-submission.md,uwp/monetize,create-an-add-on-submission.md,Create an add-on submission,uwp,guide,728,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/get-desktop-block-data.md,uwp/monetize,get-desktop-block-data.md,Get upgrade blocks for your desktop application,uwp,guide,1277,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/get-flights-for-an-app.md,uwp/monetize,get-flights-for-an-app.md,Get package flights for an app,uwp,guide,777,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/create-a-project-and-define-remote-variables-in-the-dev-center-dashboard.md,uwp/monetize,create-a-project-and-define-remote-variables-in-the-dev-center-dashboard.md,Create an experiment project in Partner Center,uwp,guide,472,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/acquisitions-data.md,uwp/monetize,acquisitions-data.md,Get acquisitions data for your games and apps,uwp,guide,1498,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/access-analytics-data-using-windows-store-services.md,uwp/monetize,access-analytics-data-using-windows-store-services.md,Access analytics data using Store services,uwp,guide,1339,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/get-app-ratings.md,uwp/monetize,get-app-ratings.md,Get app ratings,uwp,guide,1601,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/get-status-for-an-app-submission.md,uwp/monetize,get-status-for-an-app-submission.md,Get the status of an app submission,uwp,guide,588,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/manage-ad-campaigns.md,uwp/monetize,manage-ad-campaigns.md,Manage ad campaigns,uwp,guide,1279,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/manage-your-experiment.md,uwp/monetize,manage-your-experiment.md,Manage your experiment in Partner Center,uwp,guide,768,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/delete-an-app-submission.md,uwp/monetize,delete-an-app-submission.md,Delete an app submission,uwp,guide,465,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/code-examples-for-the-windows-store-submission-api.md,uwp/monetize,code-examples-for-the-windows-store-submission-api.md,Code examples for the submission API,uwp,reference,304,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/using-windows-store-services.md,uwp/monetize,using-windows-store-services.md,Microsoft Store services,uwp,guide,417,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/create-and-run-your-first-experiment-with-a-b-testing.md,uwp/monetize,create-and-run-your-first-experiment-with-a-b-testing.md,Create and run your first experiment,uwp,guide,1352,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/get-insights-data-for-your-app.md,uwp/monetize,get-insights-data-for-your-app.md,Get insights data,uwp,guide,1237,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/send-requests-to-the-store.md,uwp/monetize,send-requests-to-the-store.md,Send requests to the Microsoft Store,uwp,guide,1414,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/get-app-usage-monthly.md,uwp/monetize,get-app-usage-monthly.md,Get monthly app usage,uwp,guide,1715,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/get-subscription-acquisitions.md,uwp/monetize,get-subscription-acquisitions.md,Get subscription add-on acquisitions,uwp,guide,1781,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/get-package-rollout-info-for-a-flight-submission.md,uwp/monetize,get-package-rollout-info-for-a-flight-submission.md,Get rollout info for a flight submission,uwp,guide,682,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
uwp/monetize/finalize-the-package-rollout-for-a-flight-submission.md,uwp/monetize,finalize-the-package-rollout-for-a-flight-submission.md,Finalize the rollout for a flight submission,uwp,guide,697,legacy-frameworks/uwp/monetize/,legacy-uwp,UWP content preserved in legacy section
